symbol,event_date,event,direction,role
HIHO,2025-12-17,SOW,DOWN,ENTRY
HIHO,2025-12-22,SPRING,UP,ENTRY
HIMS,2025-02-19,SOS,UP,ENTRY
HIMS,2025-10-15,BC,DOWN,ENTRY
HIMX,2025-01-22,SOS,UP,ENTRY
HIMX,2025-12-05,BC,DOWN,ENTRY
HIPO,2025-11-05,BC,DOWN,ENTRY
HITI,2024-03-15,SOW,DOWN,ENTRY
HITI,2024-04-02,SPRING,UP,ENTRY
HITI,2024-11-29,SOS,UP,ENTRY
HITI,2025-06-17,SC,NA,IGNORE
HITI,2025-06-26,AR,NA,IGNORE
HITI,2025-12-12,BC,DOWN,ENTRY
HIVE,2025-10-07,BC,DOWN,ENTRY
HIYS,2024-04-25,SOW,DOWN,ENTRY
HIYS,2025-01-21,SC,NA,IGNORE
HIYS,2025-01-30,AR,NA,IGNORE
HIYS,2025-12-19,BC,DOWN,ENTRY
HKD,2024-03-14,SOS,UP,ENTRY
HKD,2024-04-11,SC,NA,IGNORE
HKD,2024-04-12,AR,NA,IGNORE
HKD,2024-12-27,SPRING,UP,ENTRY
HKD,2024-12-30,SOW,DOWN,ENTRY
HKD,2025-09-19,BC,DOWN,ENTRY
HKIT,2024-02-07,SPRING,UP,ENTRY
HKIT,2024-04-23,SOW,DOWN,ENTRY
HKIT,2024-10-02,SC,NA,IGNORE
HKIT,2024-10-07,AR,NA,IGNORE
HKIT,2025-11-10,BC,DOWN,ENTRY
HL,2025-12-11,BC,DOWN,ENTRY
HLAL,2025-04-07,SC,NA,IGNORE
HLAL,2025-04-09,AR,NA,IGNORE
HLF,2025-11-21,BC,DOWN,ENTRY
HLI,2024-04-15,SOW,DOWN,ENTRY
HLI,2024-11-06,BC,DOWN,ENTRY
HLI,2025-04-09,SC,NA,IGNORE
HLI,2025-04-23,AR,NA,IGNORE
HLI,2025-07-14,SOS,UP,ENTRY
HLIO,2024-07-09,SC,NA,IGNORE
HLIO,2024-07-10,AR,NA,IGNORE
HLIO,2025-02-21,SOW,DOWN,ENTRY
HLIO,2025-11-04,BC,DOWN,ENTRY
HLIT,2024-04-01,SOS,UP,ENTRY
HLIT,2025-07-07,BC,DOWN,ENTRY
HLIT,2025-07-29,SC,NA,IGNORE
HLIT,2025-07-30,AR,NA,IGNORE
HLLY,2024-02-28,SOS,UP,ENTRY
HLLY,2024-10-30,SOW,DOWN,ENTRY
HLLY,2024-11-08,SPRING,UP,ENTRY
HLLY,2025-08-06,BC,DOWN,ENTRY
HLLY,2025-09-11,SC,NA,IGNORE
HLLY,2025-09-17,AR,NA,IGNORE
HLMN,2025-04-03,SOW,DOWN,ENTRY
HLMN,2025-08-04,SPRING,UP,ENTRY
HLMN,2025-08-05,BC,DOWN,ENTRY
HLMN,2025-11-04,SC,NA,IGNORE
HLMN,2025-11-05,AR,NA,IGNORE
HLN,2024-02-29,SOW,DOWN,ENTRY
HLN,2024-07-24,SPRING,UP,ENTRY
HLN,2024-09-18,SOS,UP,ENTRY
HLN,2025-03-18,BC,DOWN,ENTRY
HLN,2025-04-09,SC,NA,IGNORE
HLN,2025-04-11,AR,NA,IGNORE
HLNE,2024-09-09,SOS,UP,ENTRY
HLNE,2025-04-09,BC,DOWN,ENTRY
HLP,2024-08-29,BC,DOWN,ENTRY
HLP,2025-12-18,SC,NA,IGNORE
HLT,2025-04-09,SC,NA,IGNORE
HLT,2025-06-27,BC,DOWN,ENTRY
HLT,2025-08-22,SOS,UP,ENTRY
HLX,2024-02-27,SOS,UP,ENTRY
HLX,2025-07-08,BC,DOWN,ENTRY
HLX,2025-07-24,SC,NA,IGNORE
HMC,2024-04-04,SOS,UP,ENTRY
HMC,2025-04-09,SC,NA,IGNORE
HMC,2025-07-23,BC,DOWN,ENTRY
HMN,2024-11-06,BC,DOWN,ENTRY
HMN,2025-08-07,SOS,UP,ENTRY
HMY,2024-09-12,SC,NA,IGNORE
HMY,2025-09-19,BC,DOWN,ENTRY
HMY,2025-10-17,SOS,UP,ENTRY
HNDL,2024-03-01,SOW,DOWN,ENTRY
HNDL,2024-11-07,SC,NA,IGNORE
HNDL,2024-11-19,AR,NA,IGNORE
HNDL,2025-02-03,SPRING,UP,ENTRY
HNI,2024-07-25,BC,DOWN,ENTRY
HNI,2025-08-04,SC,NA,IGNORE
HNNA,2024-04-03,SOW,DOWN,ENTRY
HNNA,2024-08-09,SPRING,UP,ENTRY
HNNA,2024-08-13,SOS,UP,ENTRY
HNNA,2025-08-07,SC,NA,IGNORE
HNNA,2025-09-03,AR,NA,IGNORE
HNNA,2025-12-04,BC,DOWN,ENTRY
HNRG,2024-03-14,SC,NA,IGNORE
HNRG,2024-03-26,AR,NA,IGNORE
HNRG,2025-11-11,BC,DOWN,ENTRY
HNST,2024-11-13,SOS,UP,ENTRY
HNST,2025-07-25,BC,DOWN,ENTRY
HNST,2025-11-07,SC,NA,IGNORE
HNST,2025-11-12,AR,NA,IGNORE
HNVR,2024-02-28,SOW,DOWN,ENTRY
HNVR,2024-06-21,SOS,UP,ENTRY
HNVR,2024-07-11,BC,DOWN,ENTRY
HNVR,2024-10-16,SPRING,UP,ENTRY
HNVR,2025-11-03,SC,NA,IGNORE
HNVR,2025-11-05,AR,NA,IGNORE
HODL,2024-02-12,SPRING,UP,ENTRY
HODL,2024-03-12,SOS,UP,ENTRY
HODL,2024-08-05,SC,NA,IGNORE
HODL,2024-08-06,AR,NA,IGNORE
HODL,2025-06-05,SOW,DOWN,ENTRY
HODL,2025-10-03,BC,DOWN,ENTRY
HOFT,2024-04-10,SOS,UP,ENTRY
HOFT,2025-04-17,SC,NA,IGNORE
HOFT,2025-09-11,BC,DOWN,ENTRY
HOG,2024-03-05,SOS,UP,ENTRY
HOG,2025-02-05,SC,NA,IGNORE
HOG,2025-03-05,AR,NA,IGNORE
HOG,2025-03-10,BC,DOWN,ENTRY
HOG,2025-04-03,SOW,DOWN,ENTRY
HOG,2025-11-21,SPRING,UP,ENTRY
HOLO,2024-12-30,BC,DOWN,ENTRY
HOLO,2025-04-21,SOS,UP,ENTRY
HOLO,2025-05-28,SC,NA,IGNORE
HOLX,2024-03-06,SOS,UP,ENTRY
HOLX,2025-05-07,SC,NA,IGNORE
HOLX,2025-05-27,AR,NA,IGNORE
HOLX,2025-09-17,BC,DOWN,ENTRY
HOMB,2024-04-18,SC,NA,IGNORE
HOMB,2024-04-19,AR,NA,IGNORE
HOMB,2024-11-06,BC,DOWN,ENTRY
HOMZ,2024-11-25,BC,DOWN,ENTRY
HON,2024-11-11,SOS,UP,ENTRY
HON,2025-04-09,SC,NA,IGNORE
HON,2025-04-11,AR,NA,IGNORE
HON,2025-10-23,BC,DOWN,ENTRY
HOOD,2024-02-26,SOW,DOWN,ENTRY
HOOD,2024-11-06,SPRING,UP,ENTRY
HOOD,2025-04-07,SC,NA,IGNORE
HOOD,2025-04-09,AR,NA,IGNORE
HOOD,2025-07-02,BC,DOWN,ENTRY
HOOD,2025-07-31,SOS,UP,ENTRY
HOPE,2025-04-04,SC,NA,IGNORE
HOPE,2025-04-09,AR,NA,IGNORE
HOPE,2025-12-10,BC,DOWN,ENTRY
HOTH,2024-06-10,SC,NA,IGNORE
HOTH,2024-07-08,AR,NA,IGNORE
HOTH,2024-07-19,SOW,DOWN,ENTRY
HOTH,2024-07-23,SPRING,UP,ENTRY
HOTH,2025-01-07,SOS,UP,ENTRY
HOTH,2025-06-04,BC,DOWN,ENTRY
HOUR,2024-12-24,SOS,UP,ENTRY
HOUR,2025-11-12,BC,DOWN,ENTRY
HOUS,2024-09-13,SOS,UP,ENTRY
HOUS,2025-07-29,BC,DOWN,ENTRY
HOV,2024-07-25,SOS,UP,ENTRY
HOV,2024-11-25,BC,DOWN,ENTRY
HOV,2025-04-04,SC,NA,IGNORE
HOV,2025-04-09,AR,NA,IGNORE
HOVR,2025-10-14,BC,DOWN,ENTRY
HOWL,2024-02-26,SOS,UP,ENTRY
HOWL,2025-09-22,BC,DOWN,ENTRY
HP,2024-04-12,SOS,UP,ENTRY
HP,2025-04-09,SC,NA,IGNORE
HP,2025-11-18,BC,DOWN,ENTRY
HPAI,2024-10-31,SOS,UP,ENTRY
HPAI,2025-07-23,BC,DOWN,ENTRY
HPAI,2025-10-28,SC,NA,IGNORE
HPAI,2025-11-03,AR,NA,IGNORE
HPE,2024-12-06,BC,DOWN,ENTRY
HPE,2025-10-07,SOS,UP,ENTRY
HPK,2024-05-09,BC,DOWN,ENTRY
HPK,2024-07-25,SOS,UP,ENTRY
HPK,2025-04-09,SC,NA,IGNORE
HPP,2024-05-02,SOS,UP,ENTRY
HPP,2025-09-05,BC,DOWN,ENTRY
HPP,2025-11-05,SC,NA,IGNORE
HPP,2025-12-02,AR,NA,IGNORE
HPQ,2024-03-06,SOS,UP,ENTRY
HPQ,2025-04-07,SC,NA,IGNORE
HPQ,2025-04-09,AR,NA,IGNORE
HPQ,2025-08-28,BC,DOWN,ENTRY
HQGO,2025-01-21,BC,DOWN,ENTRY
HQGO,2025-02-13,SOS,UP,ENTRY
HQI,2024-03-26,SOS,UP,ENTRY
HQI,2025-10-13,SC,NA,IGNORE
HQI,2025-10-28,AR,NA,IGNORE
HQI,2025-11-28,BC,DOWN,ENTRY
HQI,2025-11-28,SPRING,UP,ENTRY
HQY,2024-08-05,SC,NA,IGNORE
HQY,2024-08-08,AR,NA,IGNORE
HQY,2025-02-19,SOS,UP,ENTRY
HQY,2025-11-10,BC,DOWN,ENTRY
HR,2024-02-28,SOW,DOWN,ENTRY
HR,2025-08-01,BC,DOWN,ENTRY
HR,2025-10-31,SC,NA,IGNORE
HR,2025-11-21,AR,NA,IGNORE
HRB,2024-05-10,SOS,UP,ENTRY
HRB,2025-08-13,SC,NA,IGNORE
HRB,2025-11-06,BC,DOWN,ENTRY
HRI,2024-04-17,SOS,UP,ENTRY
HRI,2025-02-18,SC,NA,IGNORE
HRI,2025-06-24,BC,DOWN,ENTRY
HRL,2024-02-29,SOS,UP,ENTRY
HRL,2025-05-29,BC,DOWN,ENTRY
HRL,2025-08-28,SC,NA,IGNORE
HRMY,2024-01-29,SPRING,UP,ENTRY
HRMY,2024-03-12,SOW,DOWN,ENTRY
HRMY,2024-10-01,SOS,UP,ENTRY
HRMY,2025-02-25,SC,NA,IGNORE
HRMY,2025-02-28,AR,NA,IGNORE
HRMY,2025-08-05,BC,DOWN,ENTRY
HROW,2024-02-28,SOW,DOWN,ENTRY
HROW,2024-08-08,SPRING,UP,ENTRY
HROW,2024-09-13,SOS,UP,ENTRY
HROW,2025-08-12,BC,DOWN,ENTRY
HROW,2025-11-11,SC,NA,IGNORE
HROW,2025-11-14,AR,NA,IGNORE
HRTG,2024-02-26,SOW,DOWN,ENTRY
HRTG,2025-05-07,SPRING,UP,ENTRY
HRTG,2025-06-09,SC,NA,IGNORE
HRTG,2025-06-30,AR,NA,IGNORE
HRTG,2025-09-19,SOS,UP,ENTRY
HRTG,2025-10-14,BC,DOWN,ENTRY
HRTS,2024-02-27,SOS,UP,ENTRY
HRTS,2025-08-21,BC,DOWN,ENTRY
HRTX,2024-03-13,SOS,UP,ENTRY
HRTX,2025-02-28,BC,DOWN,ENTRY
HRZN,2024-02-28,SOS,UP,ENTRY
HRZN,2025-10-29,BC,DOWN,ENTRY
HRZN,2025-12-15,SC,NA,IGNORE
HSAI,2025-03-11,BC,DOWN,ENTRY
HSAI,2025-08-15,SOS,UP,ENTRY
HSBC,2024-03-20,SOW,DOWN,ENTRY
HSBC,2025-02-28,BC,DOWN,ENTRY
HSBC,2025-07-17,SOS,UP,ENTRY
HSBC,2025-10-28,SC,NA,IGNORE
HSBC,2025-10-29,AR,NA,IGNORE
HSBC,2025-11-21,SPRING,UP,ENTRY
HSCS,2024-05-17,SOS,UP,ENTRY
HSCS,2025-07-10,BC,DOWN,ENTRY
HSCZ,2025-04-07,SC,NA,IGNORE
HSCZ,2025-04-09,AR,NA,IGNORE
HSHP,2025-04-09,SC,NA,IGNORE
HSHP,2025-12-03,BC,DOWN,ENTRY
HSIC,2024-02-27,SOS,UP,ENTRY
HSIC,2025-04-08,SOW,DOWN,ENTRY
HSIC,2025-08-04,SC,NA,IGNORE
HSIC,2025-08-06,AR,NA,IGNORE
HSIC,2025-11-04,BC,DOWN,ENTRY
HST,2024-04-15,SOS,UP,ENTRY
HST,2025-04-07,SC,NA,IGNORE
HST,2025-04-09,AR,NA,IGNORE
HST,2025-11-06,BC,DOWN,ENTRY
HSTM,2024-04-19,SC,NA,IGNORE
HSTM,2024-04-23,AR,NA,IGNORE
HSTM,2025-02-27,BC,DOWN,ENTRY
HSY,2024-05-03,SOS,UP,ENTRY
HSY,2025-02-18,SPRING,UP,ENTRY
HSY,2025-02-21,BC,DOWN,ENTRY
HSY,2025-05-29,SOW,DOWN,ENTRY
HSY,2025-10-30,SC,NA,IGNORE
HSY,2025-11-12,AR,NA,IGNORE
HTAB,2025-04-09,SC,NA,IGNORE
HTAB,2025-04-23,AR,NA,IGNORE
HTBK,2024-11-06,SOS,UP,ENTRY
HTBK,2025-10-24,BC,DOWN,ENTRY
HTCO,2025-11-24,BC,DOWN,ENTRY
HTCR,2024-03-04,SOS,UP,ENTRY
HTCR,2025-05-29,BC,DOWN,ENTRY
HTGC,2024-07-02,SOS,UP,ENTRY
HTGC,2025-03-05,SC,NA,IGNORE
HTGC,2025-08-01,BC,DOWN,ENTRY
HTH,2024-07-16,SOS,UP,ENTRY
HTH,2025-01-10,SPRING,UP,ENTRY
HTH,2025-04-04,SC,NA,IGNORE
HTH,2025-04-09,AR,NA,IGNORE
HTH,2025-08-13,BC,DOWN,ENTRY
HTHT,2024-02-05,SPRING,UP,ENTRY
HTHT,2024-08-01,SOW,DOWN,ENTRY
HTHT,2024-12-09,SC,NA,IGNORE
HTHT,2024-12-17,AR,NA,IGNORE
HTHT,2025-11-10,BC,DOWN,ENTRY
HTHT,2025-12-10,SOS,UP,ENTRY
HTLD,2024-02-27,SOS,UP,ENTRY
HTLD,2024-11-12,BC,DOWN,ENTRY
HTLD,2025-04-30,SPRING,UP,ENTRY
HTLD,2025-05-08,SC,NA,IGNORE
HTLD,2025-06-03,AR,NA,IGNORE
HTLM,2024-11-25,SOW,DOWN,ENTRY
HTLM,2024-12-16,BC,DOWN,ENTRY
HTLM,2024-12-20,SOS,UP,ENTRY
HTLM,2025-07-23,SPRING,UP,ENTRY
HTLM,2025-07-25,SC,NA,IGNORE
HTLM,2025-07-28,AR,NA,IGNORE
HTOO,2024-06-04,SOS,UP,ENTRY
HTOO,2024-10-17,BC,DOWN,ENTRY
HTRB,2024-04-23,SC,NA,IGNORE
HTRB,2024-05-01,AR,NA,IGNORE
HTUS,2024-03-07,BC,DOWN,ENTRY
HTUS,2024-08-21,SOS,UP,ENTRY
HTUS,2025-03-31,SC,NA,IGNORE
HTUS,2025-04-02,AR,NA,IGNORE
HTUS,2025-04-04,SOW,DOWN,ENTRY
HTZ,2024-03-04,SOS,UP,ENTRY
HTZ,2024-06-20,SC,NA,IGNORE
HTZ,2024-06-21,AR,NA,IGNORE
HTZ,2025-11-04,BC,DOWN,ENTRY
HUBB,2025-04-04,SC,NA,IGNORE
HUBB,2025-04-07,AR,NA,IGNORE
HUBB,2025-10-28,BC,DOWN,ENTRY
HUBC,2024-04-05,SOS,UP,ENTRY
HUBC,2024-12-30,BC,DOWN,ENTRY
HUBC,2025-12-10,SC,NA,IGNORE
HUBG,2025-10-31,BC,DOWN,ENTRY
HUBS,2025-01-28,BC,DOWN,ENTRY
HUBS,2025-02-13,SOS,UP,ENTRY
HUBS,2025-04-09,SC,NA,IGNORE
HUDI,2025-12-19,BC,DOWN,ENTRY
HUIZ,2024-12-09,SOS,UP,ENTRY
HUIZ,2025-09-12,BC,DOWN,ENTRY
HUM,2024-04-02,SOS,UP,ENTRY
HUM,2025-07-30,BC,DOWN,ENTRY
HUM,2025-10-03,SC,NA,IGNORE
HUMA,2024-04-18,SOS,UP,ENTRY
HUMA,2025-07-23,BC,DOWN,ENTRY
HUN,2024-05-03,SOS,UP,ENTRY
HUN,2025-03-05,BC,DOWN,ENTRY
HUN,2025-04-09,SC,NA,IGNORE
HURA,2025-03-20,SOS,UP,ENTRY
HURA,2025-08-11,BC,DOWN,ENTRY
HURC,2024-03-06,SOS,UP,ENTRY
HURC,2024-06-14,SC,NA,IGNORE
HURC,2024-06-17,AR,NA,IGNORE
HURC,2024-06-28,SOW,DOWN,ENTRY
HURC,2024-09-30,BC,DOWN,ENTRY
HURC,2025-12-23,SPRING,UP,ENTRY
HURN,2025-10-29,BC,DOWN,ENTRY
HUSV,2025-11-24,SC,NA,IGNORE
HUT,2025-10-14,BC,DOWN,ENTRY
HUYA,2024-03-07,SOS,UP,ENTRY
HUYA,2025-12-10,BC,DOWN,ENTRY
HVT,2024-12-20,SPRING,UP,ENTRY
HVT,2025-02-25,SC,NA,IGNORE
HVT,2025-02-27,AR,NA,IGNORE
HVT,2025-04-03,SOW,DOWN,ENTRY
HVT,2025-11-03,BC,DOWN,ENTRY
HWBK,2024-11-19,SOS,UP,ENTRY
HWBK,2025-09-19,BC,DOWN,ENTRY
HWC,2025-07-16,BC,DOWN,ENTRY
HWC,2025-08-22,SOS,UP,ENTRY
HWCPZ,2024-03-20,SOS,UP,ENTRY
HWCPZ,2025-07-31,BC,DOWN,ENTRY
HWH,2024-04-04,SOS,UP,ENTRY
HWH,2024-08-07,SC,NA,IGNORE
HWH,2024-08-14,AR,NA,IGNORE
HWH,2025-01-03,SPRING,UP,ENTRY
HWH,2025-12-03,BC,DOWN,ENTRY
HWKN,2025-07-24,BC,DOWN,ENTRY
HWM,2024-03-08,SOW,DOWN,ENTRY
HWM,2025-04-07,SC,NA,IGNORE
HWM,2025-04-09,AR,NA,IGNORE
HWM,2025-06-27,BC,DOWN,ENTRY
HWM,2025-09-18,SOS,UP,ENTRY
HXL,2025-10-23,BC,DOWN,ENTRY
HY,2024-05-09,BC,DOWN,ENTRY
HY,2024-08-01,SOS,UP,ENTRY
HY,2025-11-11,SOW,DOWN,ENTRY
HY,2025-12-03,SC,NA,IGNORE
HY,2025-12-04,AR,NA,IGNORE
HYBB,2024-09-19,BC,DOWN,ENTRY
HYBB,2025-04-09,SC,NA,IGNORE
HYBI,2024-12-30,SOS,UP,ENTRY
HYBI,2025-07-01,BC,DOWN,ENTRY
HYBL,2025-04-09,SC,NA,IGNORE
HYBL,2025-04-11,AR,NA,IGNORE
HYBX,2025-04-09,SC,NA,IGNORE
HYBX,2025-04-17,AR,NA,IGNORE
HYD,2025-04-09,SC,NA,IGNORE
HYD,2025-04-10,AR,NA,IGNORE
HYDB,2024-04-10,SOW,DOWN,ENTRY
HYDB,2024-08-05,SC,NA,IGNORE
HYDB,2024-08-06,AR,NA,IGNORE
HYDB,2025-08-22,BC,DOWN,ENTRY
HYDR,2024-03-01,SOW,DOWN,ENTRY
HYDR,2025-04-07,SC,NA,IGNORE
HYDR,2025-04-09,AR,NA,IGNORE
HYDR,2025-10-01,BC,DOWN,ENTRY
HYDW,2024-03-19,SOW,DOWN,ENTRY
HYDW,2024-09-18,BC,DOWN,ENTRY
HYDW,2024-10-17,SC,NA,IGNORE
HYDW,2024-10-29,AR,NA,IGNORE
HYDW,2025-09-23,SOS,UP,ENTRY
HYFM,2024-09-03,SPRING,UP,ENTRY
HYFM,2025-02-10,SC,NA,IGNORE
HYFM,2025-02-13,AR,NA,IGNORE
HYFM,2025-02-13,SOS,UP,ENTRY
HYFM,2025-12-12,BC,DOWN,ENTRY
HYG,2024-03-14,SOW,DOWN,ENTRY
HYG,2025-08-22,BC,DOWN,ENTRY
HYG,2025-09-17,SOS,UP,ENTRY
HYG,2025-10-14,SC,NA,IGNORE
HYG,2025-10-17,AR,NA,IGNORE
HYGV,2024-08-05,SC,NA,IGNORE
HYGV,2024-08-06,AR,NA,IGNORE
HYGV,2025-04-03,SOW,DOWN,ENTRY
HYHG,2024-08-13,SC,NA,IGNORE
HYIN,2024-04-10,SOW,DOWN,ENTRY
HYIN,2024-10-30,SC,NA,IGNORE
HYIN,2024-11-05,AR,NA,IGNORE
HYKE,2025-02-03,BC,DOWN,ENTRY
HYKE,2025-03-04,SC,NA,IGNORE
HYLB,2024-04-10,SOW,DOWN,ENTRY
HYLB,2024-08-05,SC,NA,IGNORE
HYLB,2024-08-06,AR,NA,IGNORE
HYLB,2025-12-10,BC,DOWN,ENTRY
HYLN,2024-02-12,SPRING,UP,ENTRY
HYLN,2024-05-01,SC,NA,IGNORE
HYLN,2024-05-02,AR,NA,IGNORE
HYLN,2024-09-27,SOS,UP,ENTRY
HYLN,2025-04-07,SOW,DOWN,ENTRY
HYLN,2025-10-07,BC,DOWN,ENTRY
HYMB,2025-04-09,SC,NA,IGNORE
HYMB,2025-04-10,AR,NA,IGNORE
HYMC,2025-12-22,BC,DOWN,ENTRY
HYPR,2025-05-27,SC,NA,IGNORE
HYPR,2025-06-02,AR,NA,IGNORE
HYPR,2025-10-08,BC,DOWN,ENTRY
HYRM,2024-03-19,SOW,DOWN,ENTRY
HYRM,2024-03-20,SOS,UP,ENTRY
HYRM,2025-06-16,BC,DOWN,ENTRY
HYRM,2025-10-14,SC,NA,IGNORE
HYRM,2025-10-15,AR,NA,IGNORE
HYS,2025-04-07,SC,NA,IGNORE
HYS,2025-04-09,AR,NA,IGNORE
HYSA,2025-04-04,SC,NA,IGNORE
HYSA,2025-04-09,AR,NA,IGNORE
HYSD,2025-02-24,SC,NA,IGNORE
HYUP,2025-04-04,SC,NA,IGNORE
HYUP,2025-04-09,AR,NA,IGNORE
HYUP,2025-06-30,BC,DOWN,ENTRY
HYUP,2025-09-11,SOS,UP,ENTRY
HZO,2024-06-03,SOS,UP,ENTRY
HZO,2025-01-23,BC,DOWN,ENTRY
HZO,2025-04-04,SC,NA,IGNORE
HZO,2025-04-09,AR,NA,IGNORE
HZO,2025-04-14,SPRING,UP,ENTRY
IAC,2024-03-04,SOS,UP,ENTRY
IAC,2025-02-13,BC,DOWN,ENTRY
IAC,2025-11-04,SC,NA,IGNORE
IAC,2025-11-05,AR,NA,IGNORE
IAG,2024-03-20,SOW,DOWN,ENTRY
IAG,2025-01-14,SC,NA,IGNORE
IAG,2025-01-17,AR,NA,IGNORE
IAG,2025-09-22,BC,DOWN,ENTRY
IAG,2025-11-12,SOS,UP,ENTRY
IAGG,2024-07-19,SOS,UP,ENTRY
IAGG,2025-03-03,BC,DOWN,ENTRY
IART,2024-02-28,SOS,UP,ENTRY
IART,2024-11-04,BC,DOWN,ENTRY
IART,2025-05-05,SC,NA,IGNORE
IAS,2025-04-09,SC,NA,IGNORE
IAS,2025-12-22,BC,DOWN,ENTRY
IAT,2024-11-06,BC,DOWN,ENTRY
IAT,2025-04-07,SC,NA,IGNORE
IAT,2025-04-09,AR,NA,IGNORE
IAT,2025-12-10,SOS,UP,ENTRY
IAUX,2025-12-19,BC,DOWN,ENTRY
IBAT,2024-05-24,SOS,UP,ENTRY
IBAT,2025-02-03,SC,NA,IGNORE
IBAT,2025-07-22,BC,DOWN,ENTRY
IBB,2025-04-09,SC,NA,IGNORE
IBB,2025-04-11,AR,NA,IGNORE
IBB,2025-11-11,BC,DOWN,ENTRY
IBB,2025-11-21,SOS,UP,ENTRY
IBBQ,2025-11-11,BC,DOWN,ENTRY
IBBQ,2025-12-19,SOS,UP,ENTRY
IBCP,2024-11-06,BC,DOWN,ENTRY
IBCP,2024-11-25,SOS,UP,ENTRY
IBD,2024-07-31,BC,DOWN,ENTRY
IBDU,2025-12-23,SC,NA,IGNORE
IBEX,2025-09-12,BC,DOWN,ENTRY
IBGK,2024-10-29,SC,NA,IGNORE
IBGK,2024-10-30,AR,NA,IGNORE
IBGK,2024-11-01,SOW,DOWN,ENTRY
IBHF,2025-04-09,SC,NA,IGNORE
IBHF,2025-04-11,AR,NA,IGNORE
IBHF,2025-08-26,BC,DOWN,ENTRY
IBHJ,2025-04-09,SC,NA,IGNORE
IBHJ,2025-04-11,AR,NA,IGNORE
IBID,2024-06-21,SOS,UP,ENTRY
IBID,2024-11-11,BC,DOWN,ENTRY
IBIE,2025-04-02,BC,DOWN,ENTRY
IBIE,2025-08-22,SOS,UP,ENTRY
IBIG,2024-05-01,SOW,DOWN,ENTRY
IBIG,2024-11-15,SC,NA,IGNORE
IBIG,2024-11-18,AR,NA,IGNORE
IBIJ,2024-06-20,BC,DOWN,ENTRY
IBIJ,2024-09-24,SOS,UP,ENTRY
IBIO,2024-03-27,SOS,UP,ENTRY
IBIO,2024-08-19,SC,NA,IGNORE
IBIO,2025-10-22,BC,DOWN,ENTRY
IBIT,2024-02-12,SPRING,UP,ENTRY
IBIT,2024-08-05,SC,NA,IGNORE
IBIT,2024-08-06,AR,NA,IGNORE
IBIT,2025-10-03,BC,DOWN,ENTRY
IBKR,2025-01-24,BC,DOWN,ENTRY
IBKR,2025-02-03,SOS,UP,ENTRY
IBLC,2024-11-11,SOS,UP,ENTRY
IBLC,2025-06-26,BC,DOWN,ENTRY
IBM,2025-07-24,SC,NA,IGNORE
IBM,2025-10-24,BC,DOWN,ENTRY
IBMO,2024-04-10,SOW,DOWN,ENTRY
IBMO,2024-12-30,SC,NA,IGNORE
IBMO,2025-01-29,AR,NA,IGNORE
IBMP,2024-04-03,SC,NA,IGNORE
IBMP,2024-04-09,AR,NA,IGNORE
IBMP,2024-04-10,SOW,DOWN,ENTRY
IBMQ,2025-04-09,SC,NA,IGNORE
IBMQ,2025-04-14,AR,NA,IGNORE
IBN,2024-04-01,SOW,DOWN,ENTRY
IBN,2025-03-17,SPRING,UP,ENTRY
IBN,2025-07-21,SOS,UP,ENTRY
IBN,2025-09-17,SC,NA,IGNORE
IBN,2025-10-01,AR,NA,IGNORE
IBN,2025-10-17,BC,DOWN,ENTRY
IBO,2024-11-11,SOS,UP,ENTRY
IBO,2025-12-19,BC,DOWN,ENTRY
IBOC,2024-11-25,SOS,UP,ENTRY
IBOC,2025-12-10,BC,DOWN,ENTRY
IBOT,2024-09-30,BC,DOWN,ENTRY
IBOT,2025-07-07,SOS,UP,ENTRY
IBP,2024-02-01,SPRING,UP,ENTRY
IBP,2024-06-20,SOW,DOWN,ENTRY
IBP,2024-07-31,SOS,UP,ENTRY
IBP,2024-11-06,SC,NA,IGNORE
IBP,2024-11-25,AR,NA,IGNORE
IBP,2025-08-07,BC,DOWN,ENTRY
IBRN,2024-11-06,BC,DOWN,ENTRY
IBRN,2025-04-09,SC,NA,IGNORE
IBRN,2025-04-11,AR,NA,IGNORE
IBRN,2025-10-16,SOS,UP,ENTRY
IBRX,2025-01-16,SC,NA,IGNORE
IBRX,2025-01-21,AR,NA,IGNORE
IBRX,2025-04-09,SPRING,UP,ENTRY
IBRX,2025-05-05,SOW,DOWN,ENTRY
IBRX,2025-08-13,BC,DOWN,ENTRY
IBTA,2024-08-07,SOS,UP,ENTRY
IBTA,2025-11-12,BC,DOWN,ENTRY
IBTG,2024-09-06,SOS,UP,ENTRY
IBTG,2025-06-23,BC,DOWN,ENTRY
IBTG,2025-11-28,SC,NA,IGNORE
IBTI,2024-09-06,SOS,UP,ENTRY
IBTI,2025-10-16,BC,DOWN,ENTRY
IBTJ,2024-08-02,BC,DOWN,ENTRY
IBTK,2024-03-01,SOW,DOWN,ENTRY
IBTK,2024-07-31,SOS,UP,ENTRY
IBTK,2025-04-09,BC,DOWN,ENTRY
IBTK,2025-12-10,SC,NA,IGNORE
IBTK,2025-12-16,AR,NA,IGNORE
IBTL,2024-07-31,SOS,UP,ENTRY
IBTL,2025-07-01,BC,DOWN,ENTRY
IBTP,2024-09-06,SOS,UP,ENTRY
IBTP,2025-04-09,BC,DOWN,ENTRY
ICCC,2024-07-02,SOW,DOWN,ENTRY
