symbol,event_date,event,direction,role
DTSS,2025-11-14,SOW,DOWN,ENTRY
DTST,2024-03-04,SOS,UP,ENTRY
DTST,2025-07-16,BC,DOWN,ENTRY
DUG,2024-04-12,SOW,DOWN,ENTRY
DUG,2025-04-04,BC,DOWN,ENTRY
DUG,2025-06-23,SC,NA,IGNORE
DUG,2025-07-18,AR,NA,IGNORE
DUG,2025-09-03,SPRING,UP,ENTRY
DUHP,2025-04-07,SC,NA,IGNORE
DUHP,2025-04-09,AR,NA,IGNORE
DUK,2024-05-01,BC,DOWN,ENTRY
DUKH,2024-11-07,SOS,UP,ENTRY
DUKH,2025-10-01,BC,DOWN,ENTRY
DUKX,2024-09-11,SOS,UP,ENTRY
DUKX,2025-07-16,BC,DOWN,ENTRY
DUO,2024-03-11,SOW,DOWN,ENTRY
DUO,2024-09-30,SOS,UP,ENTRY
DUO,2025-08-25,SC,NA,IGNORE
DUO,2025-08-29,AR,NA,IGNORE
DUO,2025-12-10,BC,DOWN,ENTRY
DUOL,2025-05-02,BC,DOWN,ENTRY
DUOT,2025-07-16,BC,DOWN,ENTRY
DUSA,2025-04-09,SC,NA,IGNORE
DUSL,2024-11-06,BC,DOWN,ENTRY
DUSL,2025-07-29,SOS,UP,ENTRY
DUST,2024-03-01,SOW,DOWN,ENTRY
DUST,2024-11-04,SOS,UP,ENTRY
DUST,2025-04-04,SPRING,UP,ENTRY
DUST,2025-04-07,SC,NA,IGNORE
DUST,2025-04-08,AR,NA,IGNORE
DUST,2025-07-08,BC,DOWN,ENTRY
DV,2024-02-28,SOS,UP,ENTRY
DV,2024-07-30,BC,DOWN,ENTRY
DV,2025-11-07,SC,NA,IGNORE
DV,2025-11-10,AR,NA,IGNORE
DVA,2024-04-29,SOW,DOWN,ENTRY
DVA,2024-05-24,SPRING,UP,ENTRY
DVA,2025-02-14,SC,NA,IGNORE
DVA,2025-03-07,AR,NA,IGNORE
DVAX,2024-03-13,SOS,UP,ENTRY
DVAX,2024-04-19,SC,NA,IGNORE
DVAX,2024-05-01,AR,NA,IGNORE
DVAX,2024-05-09,SPRING,UP,ENTRY
DVAX,2024-05-09,SOW,DOWN,ENTRY
DVAX,2025-11-06,BC,DOWN,ENTRY
DVDN,2024-06-21,BC,DOWN,ENTRY
DVDN,2024-07-31,SOS,UP,ENTRY
DVDN,2025-04-09,SC,NA,IGNORE
DVLU,2024-09-30,SOS,UP,ENTRY
DVLU,2025-07-01,BC,DOWN,ENTRY
DVN,2024-04-05,SOS,UP,ENTRY
DVN,2025-04-09,SC,NA,IGNORE
DVN,2025-07-08,BC,DOWN,ENTRY
DVND,2024-08-23,BC,DOWN,ENTRY
DVND,2024-10-30,SOS,UP,ENTRY
DVOL,2024-02-21,SPRING,UP,ENTRY
DVOL,2024-08-05,SC,NA,IGNORE
DVOL,2024-08-06,AR,NA,IGNORE
DVOL,2024-11-14,SOS,UP,ENTRY
DVOL,2025-09-11,BC,DOWN,ENTRY
DVSP,2025-02-21,SOS,UP,ENTRY
DVSP,2025-04-09,SC,NA,IGNORE
DVSP,2025-06-30,BC,DOWN,ENTRY
DVY,2024-03-14,SOW,DOWN,ENTRY
DVY,2025-11-21,SC,NA,IGNORE
DVY,2025-12-10,AR,NA,IGNORE
DVYE,2024-08-05,SC,NA,IGNORE
DVYE,2024-08-06,AR,NA,IGNORE
DVYE,2025-04-07,SOW,DOWN,ENTRY
DWAS,2024-11-06,SOS,UP,ENTRY
DWAS,2025-10-14,BC,DOWN,ENTRY
DWAW,2024-04-04,SOW,DOWN,ENTRY
DWAW,2024-05-02,SPRING,UP,ENTRY
DWAW,2024-12-10,SOS,UP,ENTRY
DWAW,2025-03-07,SC,NA,IGNORE
DWAW,2025-03-12,AR,NA,IGNORE
DWAW,2025-06-23,BC,DOWN,ENTRY
DWM,2024-02-14,SPRING,UP,ENTRY
DWM,2024-12-20,SC,NA,IGNORE
DWM,2024-12-23,AR,NA,IGNORE
DWM,2025-04-08,SOW,DOWN,ENTRY
DWMF,2024-04-04,SOW,DOWN,ENTRY
DWMF,2024-07-02,SPRING,UP,ENTRY
DWMF,2025-04-04,SC,NA,IGNORE
DWMF,2025-04-09,AR,NA,IGNORE
DWSH,2024-11-26,SC,NA,IGNORE
DWSH,2024-12-05,AR,NA,IGNORE
DWSH,2025-01-06,SPRING,UP,ENTRY
DWSH,2025-04-03,BC,DOWN,ENTRY
DWSH,2025-07-22,SOW,DOWN,ENTRY
DWSN,2025-01-28,SC,NA,IGNORE
DWSN,2025-01-31,AR,NA,IGNORE
DWSN,2025-05-07,SOW,DOWN,ENTRY
DWSN,2025-06-16,SOS,UP,ENTRY
DWSN,2025-10-23,BC,DOWN,ENTRY
DWTX,2025-01-23,SOS,UP,ENTRY
DWTX,2025-09-26,BC,DOWN,ENTRY
DWUS,2024-02-20,SPRING,UP,ENTRY
DWUS,2024-04-19,SOW,DOWN,ENTRY
DWUS,2024-06-17,BC,DOWN,ENTRY
DWUS,2024-07-11,SOS,UP,ENTRY
DWUS,2025-04-09,SC,NA,IGNORE
DWUS,2025-04-11,AR,NA,IGNORE
DX,2025-01-31,SOS,UP,ENTRY
DX,2025-04-09,SC,NA,IGNORE
DX,2025-04-11,AR,NA,IGNORE
DX,2025-07-21,BC,DOWN,ENTRY
DXC,2024-03-04,SOS,UP,ENTRY
DXC,2024-05-17,SPRING,UP,ENTRY
DXC,2024-06-10,SC,NA,IGNORE
DXC,2024-06-12,AR,NA,IGNORE
DXC,2025-04-04,SOW,DOWN,ENTRY
DXC,2025-10-31,BC,DOWN,ENTRY
DXCM,2024-03-01,SOS,UP,ENTRY
DXCM,2025-04-07,SC,NA,IGNORE
DXCM,2025-04-09,AR,NA,IGNORE
DXCM,2025-06-24,BC,DOWN,ENTRY
DXD,2024-03-14,SOS,UP,ENTRY
DXD,2024-07-18,SPRING,UP,ENTRY
DXD,2024-08-01,SC,NA,IGNORE
DXD,2024-08-02,AR,NA,IGNORE
DXD,2024-11-21,SOW,DOWN,ENTRY
DXD,2025-10-10,BC,DOWN,ENTRY
DXF,2024-07-23,SC,NA,IGNORE
DXF,2025-01-24,SOS,UP,ENTRY
DXF,2025-09-09,BC,DOWN,ENTRY
DXJ,2024-08-05,SPRING,UP,ENTRY
DXJ,2024-08-05,SOW,DOWN,ENTRY
DXJ,2025-04-07,SC,NA,IGNORE
DXJ,2025-04-09,AR,NA,IGNORE
DXLG,2024-02-27,SOS,UP,ENTRY
DXLG,2025-12-11,BC,DOWN,ENTRY
DXPE,2024-03-07,SOW,DOWN,ENTRY
DXPE,2024-03-11,SPRING,UP,ENTRY
DXPE,2024-05-09,SC,NA,IGNORE
DXPE,2024-05-10,AR,NA,IGNORE
DXPE,2025-07-15,BC,DOWN,ENTRY
DXPE,2025-08-07,SOS,UP,ENTRY
DXR,2024-06-04,SOW,DOWN,ENTRY
DXR,2024-08-29,BC,DOWN,ENTRY
DXR,2024-11-06,SOS,UP,ENTRY
DXR,2025-10-28,SC,NA,IGNORE
DXR,2025-11-20,AR,NA,IGNORE
DXYZ,2024-06-27,SC,NA,IGNORE
DXYZ,2024-06-28,AR,NA,IGNORE
DXYZ,2024-11-11,SOS,UP,ENTRY
DXYZ,2025-12-11,BC,DOWN,ENTRY
DY,2024-02-28,SOW,DOWN,ENTRY
DY,2025-05-21,BC,DOWN,ENTRY
DY,2025-06-20,SPRING,UP,ENTRY
DY,2025-07-22,SOS,UP,ENTRY
DY,2025-08-20,SC,NA,IGNORE
DY,2025-09-17,AR,NA,IGNORE
DYAI,2024-03-14,SOS,UP,ENTRY
DYAI,2024-08-15,SC,NA,IGNORE
DYAI,2024-08-23,AR,NA,IGNORE
DYAI,2024-09-24,SOW,DOWN,ENTRY
DYAI,2025-09-23,SPRING,UP,ENTRY
DYAI,2025-10-01,BC,DOWN,ENTRY
DYLG,2024-10-09,SOS,UP,ENTRY
DYLG,2024-10-23,BC,DOWN,ENTRY
DYLG,2025-01-14,SC,NA,IGNORE
DYLG,2025-01-21,AR,NA,IGNORE
DYLG,2025-03-10,SOW,DOWN,ENTRY
DYN,2024-02-08,SPRING,UP,ENTRY
DYN,2024-03-25,SOS,UP,ENTRY
DYN,2024-09-03,SC,NA,IGNORE
DYN,2024-09-04,AR,NA,IGNORE
DYN,2025-01-10,SOW,DOWN,ENTRY
DYN,2025-10-27,BC,DOWN,ENTRY
DYNF,2024-02-06,SPRING,UP,ENTRY
DYNF,2025-04-07,SC,NA,IGNORE
DYNF,2025-04-09,AR,NA,IGNORE
E,2025-04-09,SC,NA,IGNORE
E,2025-06-20,BC,DOWN,ENTRY
E,2025-08-22,SOS,UP,ENTRY
EA,2024-02-27,SOW,DOWN,ENTRY
EA,2024-07-29,SPRING,UP,ENTRY
EA,2025-07-30,SC,NA,IGNORE
EA,2025-08-01,AR,NA,IGNORE
EA,2025-12-19,BC,DOWN,ENTRY
EAF,2024-02-29,SOS,UP,ENTRY
EAF,2025-02-21,SC,NA,IGNORE
EAF,2025-05-07,BC,DOWN,ENTRY
EAFG,2024-05-02,SPRING,UP,ENTRY
EAFG,2024-08-02,SOW,DOWN,ENTRY
EAFG,2024-09-04,BC,DOWN,ENTRY
EAFG,2024-11-25,SC,NA,IGNORE
EAFG,2024-11-27,AR,NA,IGNORE
EAFG,2024-12-05,SOS,UP,ENTRY
EAGL,2025-04-09,SC,NA,IGNORE
EALT,2025-04-07,SC,NA,IGNORE
EALT,2025-04-09,AR,NA,IGNORE
EAOK,2024-04-03,SOW,DOWN,ENTRY
EAOK,2024-11-06,SC,NA,IGNORE
EAOK,2024-11-07,AR,NA,IGNORE
EAOK,2025-10-28,BC,DOWN,ENTRY
EAOM,2024-04-15,SOW,DOWN,ENTRY
EAOM,2025-04-09,SC,NA,IGNORE
EAOM,2025-04-17,AR,NA,IGNORE
EARN,2024-03-07,SPRING,UP,ENTRY
EARN,2024-07-23,SC,NA,IGNORE
EARN,2024-08-06,AR,NA,IGNORE
EARN,2025-03-11,SOW,DOWN,ENTRY
EASG,2024-05-02,SC,NA,IGNORE
EASG,2025-12-01,BC,DOWN,ENTRY
EASG,2025-12-15,SOS,UP,ENTRY
EAT,2025-01-29,SOS,UP,ENTRY
EAT,2025-04-09,BC,DOWN,ENTRY
EATZ,2024-02-29,SPRING,UP,ENTRY
EATZ,2024-03-01,SOW,DOWN,ENTRY
EATZ,2024-11-19,BC,DOWN,ENTRY
EATZ,2025-07-07,SOS,UP,ENTRY
EATZ,2025-11-21,SC,NA,IGNORE
EATZ,2025-11-25,AR,NA,IGNORE
EB,2024-02-28,SOS,UP,ENTRY
EB,2025-02-28,SC,NA,IGNORE
EB,2025-03-04,AR,NA,IGNORE
EB,2025-04-07,SOW,DOWN,ENTRY
EB,2025-08-08,BC,DOWN,ENTRY
EBAY,2025-10-29,BC,DOWN,ENTRY
EBC,2025-12-19,BC,DOWN,ENTRY
EBF,2025-11-03,SC,NA,IGNORE
EBF,2025-11-25,AR,NA,IGNORE
EBIT,2024-11-07,SOS,UP,ENTRY
EBIT,2025-09-22,BC,DOWN,ENTRY
EBIZ,2024-03-13,BC,DOWN,ENTRY
EBIZ,2024-07-16,SOS,UP,ENTRY
EBIZ,2025-04-09,SC,NA,IGNORE
EBMT,2025-12-10,BC,DOWN,ENTRY
EBND,2025-04-09,SC,NA,IGNORE
EBND,2025-04-11,AR,NA,IGNORE
EBON,2024-02-28,SOS,UP,ENTRY
EBON,2025-09-15,BC,DOWN,ENTRY
EBS,2024-02-27,SOW,DOWN,ENTRY
EBS,2024-07-24,SOS,UP,ENTRY
EBS,2025-03-04,SC,NA,IGNORE
EBS,2025-03-31,AR,NA,IGNORE
EBS,2025-10-30,BC,DOWN,ENTRY
EC,2024-02-28,SOS,UP,ENTRY
EC,2024-11-08,SOW,DOWN,ENTRY
EC,2024-11-13,SPRING,UP,ENTRY
EC,2025-04-09,SC,NA,IGNORE
EC,2025-04-11,AR,NA,IGNORE
EC,2025-11-14,BC,DOWN,ENTRY
ECBK,2024-03-18,SOW,DOWN,ENTRY
ECBK,2025-04-16,SPRING,UP,ENTRY
ECBK,2025-04-22,BC,DOWN,ENTRY
ECBK,2025-08-22,SOS,UP,ENTRY
ECBK,2025-09-11,SC,NA,IGNORE
ECBK,2025-09-17,AR,NA,IGNORE
ECDA,2024-04-11,BC,DOWN,ENTRY
ECDA,2025-04-04,SC,NA,IGNORE
ECDA,2025-04-08,AR,NA,IGNORE
ECDA,2025-04-21,SOW,DOWN,ENTRY
ECDA,2025-09-18,SOS,UP,ENTRY
ECG,2025-08-12,BC,DOWN,ENTRY
ECG,2025-11-05,SOS,UP,ENTRY
ECH,2024-05-31,SOS,UP,ENTRY
ECH,2025-01-30,BC,DOWN,ENTRY
ECL,2024-02-09,SPRING,UP,ENTRY
ECL,2024-04-15,SOW,DOWN,ENTRY
ECL,2024-05-31,BC,DOWN,ENTRY
ECL,2024-07-30,SC,NA,IGNORE
ECL,2024-07-31,AR,NA,IGNORE
ECL,2024-10-11,SOS,UP,ENTRY
ECML,2024-03-27,SOS,UP,ENTRY
ECML,2025-08-13,BC,DOWN,ENTRY
ECNS,2025-07-14,BC,DOWN,ENTRY
ECNS,2025-08-22,SOS,UP,ENTRY
ECO,2024-12-03,SC,NA,IGNORE
ECO,2024-12-23,AR,NA,IGNORE
ECO,2025-04-07,SPRING,UP,ENTRY
ECO,2025-11-13,BC,DOWN,ENTRY
ECON,2025-08-12,BC,DOWN,ENTRY
ECON,2025-10-07,SOS,UP,ENTRY
ECOR,2024-03-15,SOS,UP,ENTRY
ECOR,2024-03-15,SOW,DOWN,ENTRY
ECOR,2024-10-30,SPRING,UP,ENTRY
ECOR,2024-12-10,SC,NA,IGNORE
ECOR,2024-12-11,AR,NA,IGNORE
ECOR,2025-11-06,BC,DOWN,ENTRY
ECOW,2024-02-28,SOW,DOWN,ENTRY
ECOW,2024-04-08,BC,DOWN,ENTRY
ECOW,2024-05-02,SOS,UP,ENTRY
ECOW,2024-11-06,SC,NA,IGNORE
ECOW,2024-11-19,AR,NA,IGNORE
ECOW,2025-02-06,SPRING,UP,ENTRY
ECPG,2024-11-07,BC,DOWN,ENTRY
ECPG,2025-12-12,SOS,UP,ENTRY
ECVT,2024-02-27,SOS,UP,ENTRY
ECVT,2024-12-02,BC,DOWN,ENTRY
ECX,2025-03-12,BC,DOWN,ENTRY
ED,2024-10-01,SOS,UP,ENTRY
ED,2025-02-21,BC,DOWN,ENTRY
EDAP,2024-03-01,SOS,UP,ENTRY
EDAP,2025-12-15,BC,DOWN,ENTRY
EDBL,2024-04-05,SOS,UP,ENTRY
EDBL,2025-05-20,BC,DOWN,ENTRY
EDGI,2025-03-04,BC,DOWN,ENTRY
EDGI,2025-06-17,SOS,UP,ENTRY
EDGU,2024-12-20,SC,NA,IGNORE
EDGU,2024-12-23,AR,NA,IGNORE
EDGU,2025-01-02,SOW,DOWN,ENTRY
EDIT,2024-02-27,SOS,UP,ENTRY
EDIT,2025-09-24,BC,DOWN,ENTRY
EDIV,2024-02-29,SOW,DOWN,ENTRY
EDIV,2024-04-17,SPRING,UP,ENTRY
EDIV,2024-08-05,SC,NA,IGNORE
EDIV,2024-08-06,AR,NA,IGNORE
EDN,2024-03-15,SPRING,UP,ENTRY
EDN,2024-03-18,SC,NA,IGNORE
EDN,2024-03-19,AR,NA,IGNORE
EDN,2024-09-09,SOS,UP,ENTRY
EDN,2025-10-13,BC,DOWN,ENTRY
EDOG,2024-12-11,BC,DOWN,ENTRY
EDOG,2025-07-02,SOS,UP,ENTRY
EDOW,2024-03-20,SOW,DOWN,ENTRY
EDOW,2024-12-20,SC,NA,IGNORE
EDOW,2025-01-06,AR,NA,IGNORE
EDRY,2024-06-17,BC,DOWN,ENTRY
EDRY,2024-11-04,SC,NA,IGNORE
EDRY,2024-11-06,AR,NA,IGNORE
EDRY,2024-11-20,SOW,DOWN,ENTRY
EDSA,2024-03-18,SOS,UP,ENTRY
EDSA,2025-07-14,BC,DOWN,ENTRY
EDSA,2025-10-28,SC,NA,IGNORE
EDTK,2024-05-23,BC,DOWN,ENTRY
EDTK,2024-07-11,SOS,UP,ENTRY
EDTK,2025-12-09,SC,NA,IGNORE
EDTK,2025-12-23,AR,NA,IGNORE
EDU,2024-04-24,SOS,UP,ENTRY
EDU,2025-04-08,SOW,DOWN,ENTRY
EDU,2025-07-30,SC,NA,IGNORE
EDU,2025-08-14,AR,NA,IGNORE
EDU,2025-10-15,BC,DOWN,ENTRY
EDUC,2024-03-13,SOS,UP,ENTRY
EDUC,2025-04-09,SPRING,UP,ENTRY
EDUC,2025-08-11,SC,NA,IGNORE
EDUC,2025-08-13,AR,NA,IGNORE
EDUC,2025-09-17,BC,DOWN,ENTRY
EDV,2024-08-02,BC,DOWN,ENTRY
EDV,2025-07-16,SC,NA,IGNORE
EDV,2025-07-29,AR,NA,IGNORE
EDZ,2025-04-08,BC,DOWN,ENTRY
EDZ,2025-09-29,SOS,UP,ENTRY
EE,2024-02-29,SOW,DOWN,ENTRY
EE,2024-09-20,SPRING,UP,ENTRY
EE,2024-11-08,BC,DOWN,ENTRY
EE,2024-11-19,SOS,UP,ENTRY
EE,2025-08-11,SC,NA,IGNORE
EE,2025-08-13,AR,NA,IGNORE
EEFT,2024-03-12,SOS,UP,ENTRY
EEFT,2024-11-06,BC,DOWN,ENTRY
EEFT,2025-04-07,SPRING,UP,ENTRY
EEFT,2025-04-07,SOW,DOWN,ENTRY
EEFT,2025-08-13,SC,NA,IGNORE
EEFT,2025-08-22,AR,NA,IGNORE
EEIQ,2025-02-25,BC,DOWN,ENTRY
EEIQ,2025-05-08,SC,NA,IGNORE
EEIQ,2025-05-12,AR,NA,IGNORE
EEIQ,2025-08-22,SOS,UP,ENTRY
EEIQ,2025-11-03,SOW,DOWN,ENTRY
EEM,2024-05-02,BC,DOWN,ENTRY
EEM,2024-10-11,SOS,UP,ENTRY
EEM,2025-04-09,SC,NA,IGNORE
EEMA,2024-02-02,SPRING,UP,ENTRY
EEMA,2025-04-09,SC,NA,IGNORE
EEMA,2025-04-11,AR,NA,IGNORE
EEMO,2024-07-12,BC,DOWN,ENTRY
EEMO,2025-03-25,SC,NA,IGNORE
EEMO,2025-04-09,AR,NA,IGNORE
EEMO,2025-09-11,SOS,UP,ENTRY
EEMS,2024-03-14,SOS,UP,ENTRY
EEMS,2025-04-01,BC,DOWN,ENTRY
EEMV,2025-04-07,SOW,DOWN,ENTRY
EEMV,2025-04-09,SC,NA,IGNORE
EEMV,2025-04-11,AR,NA,IGNORE
EEMX,2024-02-09,SPRING,UP,ENTRY
EEMX,2024-08-05,SC,NA,IGNORE
EEMX,2024-08-07,AR,NA,IGNORE
EEMX,2025-04-07,SOW,DOWN,ENTRY
EET,2025-08-18,BC,DOWN,ENTRY
EET,2025-08-22,SOS,UP,ENTRY
EETH,2024-08-05,SC,NA,IGNORE
EETH,2024-08-08,AR,NA,IGNORE
EETH,2025-03-03,SOW,DOWN,ENTRY
EETH,2025-05-08,SPRING,UP,ENTRY
EETH,2025-08-22,BC,DOWN,ENTRY
EEV,2025-10-09,SC,NA,IGNORE
EEV,2025-10-10,BC,DOWN,ENTRY
EEV,2025-10-10,AR,NA,IGNORE
EEV,2025-10-21,SPRING,UP,ENTRY
EEX,2024-02-29,SOS,UP,ENTRY
EEX,2024-09-16,SC,NA,IGNORE
EEX,2024-09-23,AR,NA,IGNORE
EEX,2025-03-14,SPRING,UP,ENTRY
EEX,2025-04-07,SOW,DOWN,ENTRY
EEX,2025-12-16,BC,DOWN,ENTRY
EFA,2025-04-09,SC,NA,IGNORE
EFA,2025-04-11,AR,NA,IGNORE
EFAD,2024-03-20,BC,DOWN,ENTRY
EFAD,2024-09-03,SOS,UP,ENTRY
EFAD,2025-04-07,SC,NA,IGNORE
EFAD,2025-04-08,AR,NA,IGNORE
EFAS,2024-06-17,SOW,DOWN,ENTRY
EFAS,2024-06-18,SPRING,UP,ENTRY
EFAS,2024-07-10,SC,NA,IGNORE
EFAS,2024-07-16,AR,NA,IGNORE
EFAS,2025-03-07,BC,DOWN,ENTRY
EFAS,2025-07-28,SOS,UP,ENTRY
EFAV,2024-08-06,BC,DOWN,ENTRY
EFAV,2024-08-23,SOS,UP,ENTRY
EFC,2025-02-28,BC,DOWN,ENTRY
EFFE,2025-11-12,BC,DOWN,ENTRY
EFFI,2025-06-23,BC,DOWN,ENTRY
EFO,2024-03-20,SOS,UP,ENTRY
EFO,2025-02-03,BC,DOWN,ENTRY
EFOI,2025-09-15,BC,DOWN,ENTRY
EFRA,2025-08-22,BC,DOWN,ENTRY
EFSC,2024-11-06,BC,DOWN,ENTRY
EFU,2024-03-01,SOW,DOWN,ENTRY
EFU,2025-10-09,SC,NA,IGNORE
EFU,2025-11-04,AR,NA,IGNORE
EFX,2024-04-18,SOW,DOWN,ENTRY
EFX,2024-04-19,SPRING,UP,ENTRY
EFX,2025-10-02,SC,NA,IGNORE
EFX,2025-10-03,AR,NA,IGNORE
EFXT,2024-02-29,SOW,DOWN,ENTRY
EFXT,2024-04-02,SPRING,UP,ENTRY
EFXT,2024-04-03,SC,NA,IGNORE
EFXT,2024-04-11,AR,NA,IGNORE
EFXT,2025-01-10,SOS,UP,ENTRY
EFXT,2025-08-12,BC,DOWN,ENTRY
EFZ,2024-03-20,SOS,UP,ENTRY
EFZ,2025-11-20,BC,DOWN,ENTRY
EG,2024-04-30,SC,NA,IGNORE
EG,2024-05-01,AR,NA,IGNORE
EG,2024-10-04,SOS,UP,ENTRY
EG,2024-10-09,BC,DOWN,ENTRY
EG,2024-12-18,SOW,DOWN,ENTRY
EG,2024-12-20,SPRING,UP,ENTRY
EGAN,2025-10-07,BC,DOWN,ENTRY
EGAN,2025-10-13,SOS,UP,ENTRY
EGBN,2024-03-04,SOS,UP,ENTRY
EGBN,2025-06-30,BC,DOWN,ENTRY
EGHT,2024-02-26,SOS,UP,ENTRY
EGHT,2025-04-14,SPRING,UP,ENTRY
EGHT,2025-08-06,SC,NA,IGNORE
EGHT,2025-08-08,AR,NA,IGNORE
EGHT,2025-11-05,BC,DOWN,ENTRY
EGO,2025-08-05,BC,DOWN,ENTRY
EGO,2025-09-02,SOS,UP,ENTRY
EGP,2025-04-09,SC,NA,IGNORE
EGUS,2024-07-05,BC,DOWN,ENTRY
EGUS,2024-10-29,SOS,UP,ENTRY
EGY,2024-02-29,SOS,UP,ENTRY
EGY,2025-03-04,SPRING,UP,ENTRY
EGY,2025-03-14,BC,DOWN,ENTRY
EGY,2025-04-07,SOW,DOWN,ENTRY
EGY,2025-11-11,SC,NA,IGNORE
EGY,2025-11-13,AR,NA,IGNORE
EH,2025-02-12,BC,DOWN,ENTRY
EHAB,2025-03-06,SC,NA,IGNORE
EHAB,2025-03-07,AR,NA,IGNORE
EHAB,2025-12-01,BC,DOWN,ENTRY
EHC,2024-03-28,SOW,DOWN,ENTRY
EHC,2025-04-09,BC,DOWN,ENTRY
EHC,2025-04-25,SOS,UP,ENTRY
EHC,2025-07-16,SPRING,UP,ENTRY
EHC,2025-10-30,SC,NA,IGNORE
EHC,2025-11-03,AR,NA,IGNORE
EHGO,2024-10-14,BC,DOWN,ENTRY
EHGO,2024-10-30,SOS,UP,ENTRY
EHLS,2025-10-14,BC,DOWN,ENTRY
EHTH,2024-02-27,SOS,UP,ENTRY
EHTH,2024-04-15,SOW,DOWN,ENTRY
EHTH,2024-11-06,SPRING,UP,ENTRY
EHTH,2025-05-01,SC,NA,IGNORE
EHTH,2025-05-07,AR,NA,IGNORE
EHTH,2025-10-28,BC,DOWN,ENTRY
EIDO,2025-08-22,BC,DOWN,ENTRY
EIG,2024-04-26,SC,NA,IGNORE
EIG,2024-07-31,BC,DOWN,ENTRY
EIG,2024-11-05,SOS,UP,ENTRY
EIPI,2025-04-07,SC,NA,IGNORE
EIPI,2025-04-09,AR,NA,IGNORE
EIRL,2024-04-15,SOW,DOWN,ENTRY
EIRL,2024-06-10,SC,NA,IGNORE
EIRL,2024-06-12,AR,NA,IGNORE
EIRL,2025-11-25,BC,DOWN,ENTRY
EIS,2024-03-04,SOW,DOWN,ENTRY
EIS,2025-03-04,SC,NA,IGNORE
EIS,2025-03-05,AR,NA,IGNORE
EIS,2025-06-23,BC,DOWN,ENTRY
EIS,2025-07-07,SOS,UP,ENTRY
EIX,2024-05-31,BC,DOWN,ENTRY
EIX,2024-07-26,SOS,UP,ENTRY
EJH,2024-02-13,SPRING,UP,ENTRY
EJH,2024-04-04,SOS,UP,ENTRY
EJH,2024-04-25,SOW,DOWN,ENTRY
EJH,2025-03-19,BC,DOWN,ENTRY
EJH,2025-11-12,SC,NA,IGNORE
EJH,2025-11-14,AR,NA,IGNORE
EKSO,2024-07-15,SOW,DOWN,ENTRY
EKSO,2025-10-29,BC,DOWN,ENTRY
EKSO,2025-12-04,SC,NA,IGNORE
EKSO,2025-12-05,AR,NA,IGNORE
EL,2025-04-09,SC,NA,IGNORE
EL,2025-04-11,AR,NA,IGNORE
EL,2025-10-30,BC,DOWN,ENTRY
ELA,2024-02-27,SOW,DOWN,ENTRY
ELA,2024-11-08,SPRING,UP,ENTRY
ELA,2025-02-03,SC,NA,IGNORE
ELA,2025-02-06,AR,NA,IGNORE
ELA,2025-12-19,BC,DOWN,ENTRY
ELAB,2024-04-29,BC,DOWN,ENTRY
ELAB,2024-08-20,SOW,DOWN,ENTRY
ELAB,2024-08-23,SC,NA,IGNORE
ELAB,2024-08-26,AR,NA,IGNORE
ELAB,2024-11-27,SOS,UP,ENTRY
ELAN,2025-04-09,SC,NA,IGNORE
ELAN,2025-05-07,AR,NA,IGNORE
ELAN,2025-08-07,BC,DOWN,ENTRY
ELAN,2025-09-08,SOS,UP,ENTRY
ELBM,2024-05-17,SOW,DOWN,ENTRY
ELBM,2025-08-21,SC,NA,IGNORE
ELBM,2025-09-12,AR,NA,IGNORE
ELBM,2025-10-13,BC,DOWN,ENTRY
ELD,2024-06-27,SC,NA,IGNORE
ELD,2024-07-02,AR,NA,IGNORE
ELDN,2024-10-30,SOS,UP,ENTRY
ELDN,2025-10-17,BC,DOWN,ENTRY
ELDN,2025-11-07,SC,NA,IGNORE
ELDN,2025-11-10,AR,NA,IGNORE
ELF,2024-02-26,SOS,UP,ENTRY
ELF,2024-11-20,BC,DOWN,ENTRY
ELF,2025-02-07,SOW,DOWN,ENTRY
ELF,2025-05-27,SPRING,UP,ENTRY
ELF,2025-08-07,SC,NA,IGNORE
ELF,2025-08-11,AR,NA,IGNORE
ELMD,2024-11-08,SOS,UP,ENTRY
ELMD,2025-08-27,BC,DOWN,ENTRY
ELME,2024-05-02,BC,DOWN,ENTRY
ELME,2024-07-25,SOS,UP,ENTRY
ELPW,2025-04-15,BC,DOWN,ENTRY
ELPW,2025-05-08,SOS,UP,ENTRY
ELS,2024-04-01,SOS,UP,ENTRY
ELS,2025-07-31,SC,NA,IGNORE
ELS,2025-08-01,AR,NA,IGNORE
ELS,2025-10-23,BC,DOWN,ENTRY
ELSE,2024-03-27,SOS,UP,ENTRY
ELSE,2024-09-10,BC,DOWN,ENTRY
ELTK,2024-05-21,SOS,UP,ENTRY
ELTK,2025-03-11,SOW,DOWN,ENTRY
ELTK,2025-03-13,SPRING,UP,ENTRY
ELTK,2025-05-07,BC,DOWN,ENTRY
ELTK,2025-12-03,SC,NA,IGNORE
ELTK,2025-12-04,AR,NA,IGNORE
ELTX,2024-04-11,SOS,UP,ENTRY
ELTX,2025-01-30,BC,DOWN,ENTRY
ELUT,2024-12-20,BC,DOWN,ENTRY
ELUT,2025-04-09,SC,NA,IGNORE
ELV,2024-04-02,SOS,UP,ENTRY
ELV,2025-01-22,SPRING,UP,ENTRY
ELV,2025-02-12,SOW,DOWN,ENTRY
